Series ID,Year,Period,Label,Value
LASST450000000000003,2019,M01,2019 Jan,3.2
LASST450000000000003,2019,M02,2019 Feb,3.2
LASST450000000000003,2019,M03,2019 Mar,3.2
LASST450000000000003,2019,M04,2019 Apr,3.1
LASST450000000000003,2019,M05,2019 May,2.9
LASST450000000000003,2019,M06,2019 Jun,2.7
LASST450000000000003,2019,M07,2019 Jul,2.6
LASST450000000000003,2019,M08,2019 Aug,2.4
LASST450000000000003,2019,M09,2019 Sep,2.4
LASST450000000000003,2019,M10,2019 Oct,2.4
LASST450000000000003,2019,M11,2019 Nov,2.4
LASST450000000000003,2019,M12,2019 Dec,2.5
LASST450000000000003,2020,M01,2020 Jan,2.6
LASST450000000000003,2020,M02,2020 Feb,2.8
LASST450000000000003,2020,M03,2020 Mar,3.0
LASST450000000000003,2020,M04,2020 Apr,11.5
LASST450000000000003,2020,M05,2020 May,11.5
LASST450000000000003,2020,M06,2020 Jun,7.7
LASST450000000000003,2020,M07,2020 Jul,7.6
LASST450000000000003,2020,M08,2020 Aug,5.4
LASST450000000000003,2020,M09,2020 Sep,5.4
LASST450000000000003,2020,M10,2020 Oct,5.4
LASST450000000000003,2020,M11,2020 Nov,5.6
LASST450000000000003,2020,M12,2020 Dec,5.6
LASST450000000000003,2021,M01,2021 Jan,5.3
LASST450000000000003,2021,M02,2021 Feb,5.2
LASST450000000000003,2021,M03,2021 Mar,5.1
LASST450000000000003,2021,M04,2021 Apr,5.0
LASST450000000000003,2021,M05,2021 May,4.6
LASST450000000000003,2021,M06,2021 Jun,4.5
LASST450000000000003,2021,M07,2021 Jul,4.3
LASST450000000000003,2021,M08,2021 Aug,4.2
LASST450000000000003,2021,M09,2021 Sep,4.1
LASST450000000000003,2021,M10,2021 Oct,3.9
LASST460000000000003,2017,M01,2017 Jan,3.2
LASST460000000000003,2017,M02,2017 Feb,3.1
LASST460000000000003,2017,M03,2017 Mar,3.1
LASST460000000000003,2017,M04,2017 Apr,3.1
LASST460000000000003,2017,M05,2017 May,3.1
LASST460000000000003,2017,M06,2017 Jun,3.1
LASST460000000000003,2017,M07,2017 Jul,3.1
LASST460000000000003,2017,M08,2017 Aug,3.1
LASST460000000000003,2017,M09,2017 Sep,3.1
LASST460000000000003,2017,M10,2017 Oct,3.1
LASST460000000000003,2017,M11,2017 Nov,3.1
LASST460000000000003,2017,M12,2017 Dec,3.1
LASST460000000000003,2018,M01,2018 Jan,3.0
LASST460000000000003,2018,M02,2018 Feb,3.0
LASST460000000000003,2018,M03,2018 Mar,3.0
LASST460000000000003,2018,M04,2018 Apr,2.9
LASST460000000000003,2018,M05,2018 May,2.9
LASST460000000000003,2018,M06,2018 Jun,2.8
LASST460000000000003,2018,M07,2018 Jul,2.8
LASST460000000000003,2018,M08,2018 Aug,2.8
LASST460000000000003,2018,M09,2018 Sep,2.8
LASST460000000000003,2018,M10,2018 Oct,2.8
LASST460000000000003,2018,M11,2018 Nov,2.9
LASST460000000000003,2018,M12,2018 Dec,2.9
LASST460000000000003,2019,M01,2019 Jan,3.0
LASST460000000000003,2019,M02,2019 Feb,3.0
LASST460000000000003,2019,M03,2019 Mar,3.0
LASST460000000000003,2019,M04,2019 Apr,3.0
LASST460000000000003,2019,M05,2019 May,3.0
LASST460000000000003,2019,M06,2019 Jun,3.0
LASST460000000000003,2019,M07,2019 Jul,3.0
LASST460000000000003,2019,M08,2019 Aug,3.0
LASST460000000000003,2019,M09,2019 Sep,3.0
LASST460000000000003,2019,M10,2019 Oct,3.0
LASST460000000000003,2019,M11,2019 Nov,2.9
LASST460000000000003,2019,M12,2019 Dec,2.9
LASST460000000000003,2020,M01,2020 Jan,2.9
LASST460000000000003,2020,M02,2020 Feb,2.9
LASST460000000000003,2020,M03,2020 Mar,2.9
LASST460000000000003,2020,M04,2020 Apr,9.2
LASST460000000000003,2020,M05,2020 May,7.0
LASST460000000000003,2020,M06,2020 Jun,6.1
LASST460000000000003,2020,M07,2020 Jul,5.4
LASST460000000000003,2020,M08,2020 Aug,4.7
LASST460000000000003,2020,M09,2020 Sep,4.0
LASST460000000000003,2020,M10,2020 Oct,3.7
LASST460000000000003,2020,M11,2020 Nov,3.6
LASST460000000000003,2020,M12,2020 Dec,3.3
LASST460000000000003,2021,M01,2021 Jan,3.1
LASST460000000000003,2021,M02,2021 Feb,3.0
LASST460000000000003,2021,M03,2021 Mar,2.9
LASST460000000000003,2021,M04,2021 Apr,2.8
LASST460000000000003,2021,M05,2021 May,2.8
LASST460000000000003,2021,M06,2021 Jun,2.9
LASST460000000000003,2021,M07,2021 Jul,2.9
LASST460000000000003,2021,M08,2021 Aug,2.9
LASST460000000000003,2021,M09,2021 Sep,2.9
LASST460000000000003,2021,M10,2021 Oct,2.8
LASST470000000000003,2017,M01,2017 Jan,4.6
LASST470000000000003,2017,M02,2017 Feb,4.4
LASST470000000000003,2017,M03,2017 Mar,4.1
LASST470000000000003,2017,M04,2017 Apr,3.9
LASST470000000000003,2017,M05,2017 May,3.7
LASST470000000000003,2017,M06,2017 Jun,3.5
LASST470000000000003,2017,M07,2017 Jul,3.5
LASST470000000000003,2017,M08,2017 Aug,3.4
LASST470000000000003,2017,M09,2017 Sep,3.4
LASST470000000000003,2017,M10,2017 Oct,3.4
LASST470000000000003,2017,M11,2017 Nov,3.5
LASST470000000000003,2017,M12,2017 Dec,3.5
LASST470000000000003,2018,M01,2018 Jan,3.5
LASST470000000000003,2018,M02,2018 Feb,3.5
LASST470000000000003,2018,M03,2018 Mar,3.5
LASST470000000000003,2018,M04,2018 Apr,3.4
LASST470000000000003,2018,M05,2018 May,3.5
LASST470000000000003,2018,M06,2018 Jun,3.5
LASST470000000000003,2018,M07,2018 Jul,3.5
LASST470000000000003,2018,M08,2018 Aug,3.5
LASST470000000000003,2018,M09,2018 Sep,3.5
LASST470000000000003,2018,M10,2018 Oct,3.5
LASST470000000000003,2018,M11,2018 Nov,3.5
LASST470000000000003,2018,M12,2018 Dec,3.4
LASST470000000000003,2019,M01,2019 Jan,3.4
LASST470000000000003,2019,M02,2019 Feb,3.4
LASST470000000000003,2019,M03,2019 Mar,3.3
LASST470000000000003,2019,M04,2019 Apr,3.3
LASST470000000000003,2019,M05,2019 May,3.3
LASST470000000000003,2019,M06,2019 Jun,3.3
LASST470000000000003,2019,M07,2019 Jul,3.3
LASST470000000000003,2019,M08,2019 Aug,3.3
LASST470000000000003,2019,M09,2019 Sep,3.4
LASST470000000000003,2019,M10,2019 Oct,3.4
LASST470000000000003,2019,M11,2019 Nov,3.5
LASST470000000000003,2019,M12,2019 Dec,3.6
LASST470000000000003,2020,M01,2020 Jan,3.7
LASST470000000000003,2020,M02,2020 Feb,3.9
LASST470000000000003,2020,M03,2020 Mar,4.0
LASST470000000000003,2020,M04,2020 Apr,15.8
LASST470000000000003,2020,M05,2020 May,9.6
LASST470000000000003,2020,M06,2020 Jun,9.3
LASST470000000000003,2020,M07,2020 Jul,8.9
LASST470000000000003,2020,M08,2020 Aug,8.1
LASST470000000000003,2020,M09,2020 Sep,7.9
LASST470000000000003,2020,M10,2020 Oct,7.8
LASST470000000000003,2020,M11,2020 Nov,5.6
LASST470000000000003,2020,M12,2020 Dec,5.6
LASST470000000000003,2021,M01,2021 Jan,5.1
LASST470000000000003,2021,M02,2021 Feb,4.9
LASST470000000000003,2021,M03,2021 Mar,5.1
LASST470000000000003,2021,M04,2021 Apr,5.0
LASST470000000000003,2021,M05,2021 May,5.0
LASST470000000000003,2021,M06,2021 Jun,4.9
LASST470000000000003,2021,M07,2021 Jul,4.7
LASST470000000000003,2021,M08,2021 Aug,4.6
LASST470000000000003,2021,M09,2021 Sep,4.4
LASST470000000000003,2021,M10,2021 Oct,4.2
LASST480000000000003,2017,M01,2017 Jan,4.8
LASST480000000000003,2017,M02,2017 Feb,4.7
LASST480000000000003,2017,M03,2017 Mar,4.6
LASST480000000000003,2017,M04,2017 Apr,4.5
LASST480000000000003,2017,M05,2017 May,4.4
LASST480000000000003,2017,M06,2017 Jun,4.3
LASST480000000000003,2017,M07,2017 Jul,4.2
LASST480000000000003,2017,M08,2017 Aug,4.2
LASST480000000000003,2017,M09,2017 Sep,4.1
LASST480000000000003,2017,M10,2017 Oct,4.1
LASST480000000000003,2017,M11,2017 Nov,4.1
LASST480000000000003,2017,M12,2017 Dec,4.1
LASST480000000000003,2018,M01,2018 Jan,4.1
LASST480000000000003,2018,M02,2018 Feb,4.0
LASST480000000000003,2018,M03,2018 Mar,4.0
LASST480000000000003,2018,M04,2018 Apr,4.0
LASST480000000000003,2018,M05,2018 May,3.9
LASST480000000000003,2018,M06,2018 Jun,3.9
LASST480000000000003,2018,M07,2018 Jul,3.8
LASST480000000000003,2018,M08,2018 Aug,3.8
LASST480000000000003,2018,M09,2018 Sep,3.8
LASST480000000000003,2018,M10,2018 Oct,3.8
LASST480000000000003,2018,M11,2018 Nov,3.8
LASST480000000000003,2018,M12,2018 Dec,3.8
LASST480000000000003,2019,M01,2019 Jan,3.7
LASST480000000000003,2019,M02,2019 Feb,3.6
LASST480000000000003,2019,M03,2019 Mar,3.5
LASST480000000000003,2019,M04,2019 Apr,3.5
LASST480000000000003,2019,M05,2019 May,3.4
LASST480000000000003,2019,M06,2019 Jun,3.4
LASST480000000000003,2019,M07,2019 Jul,3.5
LASST480000000000003,2019,M08,2019 Aug,3.5
LASST480000000000003,2019,M09,2019 Sep,3.5
LASST480000000000003,2019,M10,2019 Oct,3.5
LASST480000000000003,2019,M11,2019 Nov,3.5
LASST480000000000003,2019,M12,2019 Dec,3.5
LASST480000000000003,2020,M01,2020 Jan,3.6
LASST480000000000003,2020,M02,2020 Feb,3.7
LASST480000000000003,2020,M03,2020 Mar,4.9
LASST480000000000003,2020,M04,2020 Apr,12.9
LASST480000000000003,2020,M05,2020 May,11.6
LASST480000000000003,2020,M06,2020 Jun,10.2
LASST480000000000003,2020,M07,2020 Jul,9.3
LASST480000000000003,2020,M08,2020 Aug,6.9
LASST480000000000003,2020,M09,2020 Sep,7.9
LASST480000000000003,2020,M10,2020 Oct,7.3
LASST480000000000003,2020,M11,2020 Nov,7.2
LASST480000000000003,2020,M12,2020 Dec,6.9
LASST480000000000003,2021,M01,2021 Jan,6.8
LASST480000000000003,2021,M02,2021 Feb,6.9
LASST480000000000003,2021,M03,2021 Mar,6.9
LASST480000000000003,2021,M04,2021 Apr,6.7
LASST480000000000003,2021,M05,2021 May,6.6
LASST480000000000003,2021,M06,2021 Jun,6.5
LASST480000000000003,2021,M07,2021 Jul,6.2
LASST480000000000003,2021,M08,2021 Aug,5.9
LASST480000000000003,2021,M09,2021 Sep,5.6
LASST480000000000003,2021,M10,2021 Oct,5.4
LASST490000000000003,2017,M01,2017 Jan,3.2
LASST490000000000003,2017,M02,2017 Feb,3.2
LASST490000000000003,2017,M03,2017 Mar,3.2
LASST490000000000003,2017,M04,2017 Apr,3.2
LASST490000000000003,2017,M05,2017 May,3.2
LASST490000000000003,2017,M06,2017 Jun,3.2
LASST490000000000003,2017,M07,2017 Jul,3.2
LASST490000000000003,2017,M08,2017 Aug,3.1
LASST490000000000003,2017,M09,2017 Sep,3.1
LASST490000000000003,2017,M10,2017 Oct,3.1
LASST490000000000003,2017,M11,2017 Nov,3.1
LASST490000000000003,2017,M12,2017 Dec,3.1
LASST490000000000003,2018,M01,2018 Jan,3.0
LASST490000000000003,2018,M02,2018 Feb,3.0
LASST490000000000003,2018,M03,2018 Mar,3.0
LASST490000000000003,2018,M04,2018 Apr,2.9
LASST490000000000003,2018,M05,2018 May,2.9
LASST490000000000003,2018,M06,2018 Jun,2.9
LASST490000000000003,2018,M07,2018 Jul,2.9
LASST490000000000003,2018,M08,2018 Aug,2.9
LASST490000000000003,2018,M09,2018 Sep,2.9
LASST490000000000003,2018,M10,2018 Oct,2.9
LASST490000000000003,2018,M11,2018 Nov,2.9
LASST490000000000003,2018,M12,2018 Dec,2.8
LASST490000000000003,2019,M01,2019 Jan,2.8
LASST490000000000003,2019,M02,2019 Feb,2.7
LASST490000000000003,2019,M03,2019 Mar,2.7
LASST490000000000003,2019,M04,2019 Apr,2.6
LASST490000000000003,2019,M05,2019 May,2.6
LASST490000000000003,2019,M06,2019 Jun,2.5
LASST490000000000003,2019,M07,2019 Jul,2.5
LASST490000000000003,2019,M08,2019 Aug,2.5
LASST490000000000003,2019,M09,2019 Sep,2.4
LASST490000000000003,2019,M10,2019 Oct,2.4
LASST490000000000003,2019,M11,2019 Nov,2.4
LASST490000000000003,2019,M12,2019 Dec,2.4
LASST490000000000003,2020,M01,2020 Jan,2.4
LASST490000000000003,2020,M02,2020 Feb,2.5
LASST490000000000003,2020,M03,2020 Mar,2.5
LASST490000000000003,2020,M04,2020 Apr,10.1
LASST490000000000003,2020,M05,2020 May,7.6
LASST490000000000003,2020,M06,2020 Jun,6.3
LASST490000000000003,2020,M07,2020 Jul,5.4
LASST490000000000003,2020,M08,2020 Aug,4.8
LASST490000000000003,2020,M09,2020 Sep,4.2
LASST490000000000003,2020,M10,2020 Oct,3.8
LASST490000000000003,2020,M11,2020 Nov,3.5
LASST490000000000003,2020,M12,2020 Dec,3.3
LASST490000000000003,2021,M01,2021 Jan,3.1
LASST490000000000003,2021,M02,2021 Feb,3.0
LASST490000000000003,2021,M03,2021 Mar,2.9
LASST490000000000003,2021,M04,2021 Apr,2.8
LASST490000000000003,2021,M05,2021 May,2.7
LASST490000000000003,2021,M06,2021 Jun,2.7
LASST490000000000003,2021,M07,2021 Jul,2.6
LASST490000000000003,2021,M08,2021 Aug,2.5
LASST490000000000003,2021,M09,2021 Sep,2.4
LASST490000000000003,2021,M10,2021 Oct,2.2
LASST500000000000003,2017,M01,2017 Jan,3.2
LASST500000000000003,2017,M02,2017 Feb,3.2
LASST500000000000003,2017,M03,2017 Mar,3.1
LASST500000000000003,2017,M04,2017 Apr,3.1
LASST500000000000003,2017,M05,2017 May,3.0
LASST500000000000003,2017,M06,2017 Jun,3.0
LASST500000000000003,2017,M07,2017 Jul,2.9
LASST500000000000003,2017,M08,2017 Aug,2.9
LASST500000000000003,2017,M09,2017 Sep,2.9
LASST500000000000003,2017,M10,2017 Oct,2.9
LASST500000000000003,2017,M11,2017 Nov,3.0
LASST500000000000003,2017,M12,2017 Dec,3.0
LASST500000000000003,2018,M01,2018 Jan,3.0
LASST500000000000003,2018,M02,2018 Feb,3.0
LASST500000000000003,2018,M03,2018 Mar,2.9
LASST500000000000003,2018,M04,2018 Apr,2.9
LASST500000000000003,2018,M05,2018 May,2.8
LASST500000000000003,2018,M06,2018 Jun,2.7
LASST500000000000003,2018,M07,2018 Jul,2.6
LASST500000000000003,2018,M08,2018 Aug,2.5
LASST500000000000003,2018,M09,2018 Sep,2.4
LASST500000000000003,2018,M10,2018 Oct,2.3
LASST500000000000003,2018,M11,2018 Nov,2.3
LASST500000000000003,2018,M12,2018 Dec,2.3
LASST500000000000003,2019,M01,2019 Jan,2.2
LASST500000000000003,2019,M02,2019 Feb,2.2
LASST500000000000003,2019,M03,2019 Mar,2.2
LASST500000000000003,2019,M04,2019 Apr,2.2
LASST500000000000003,2019,M05,2019 May,2.2
LASST500000000000003,2019,M06,2019 Jun,2.2
LASST500000000000003,2019,M07,2019 Jul,2.3
LASST500000000000003,2019,M08,2019 Aug,2.3
LASST500000000000003,2019,M09,2019 Sep,2.4
LASST500000000000003,2019,M10,2019 Oct,2.5
LASST500000000000003,2019,M11,2019 Nov,2.5
LASST500000000000003,2019,M12,2019 Dec,2.5
LASST500000000000003,2020,M01,2020 Jan,2.5
LASST500000000000003,2020,M02,2020 Feb,2.5
LASST500000000000003,2020,M03,2020 Mar,2.6
LASST500000000000003,2020,M04,2020 Apr,14.8
LASST500000000000003,2020,M05,2020 May,9.3
LASST500000000000003,2020,M06,2020 Jun,7.7
LASST500000000000003,2020,M07,2020 Jul,6.4
LASST500000000000003,2020,M08,2020 Aug,5.4
LASST500000000000003,2020,M09,2020 Sep,4.6
LASST500000000000003,2020,M10,2020 Oct,4.0
LASST500000000000003,2020,M11,2020 Nov,3.7
LASST500000000000003,2020,M12,2020 Dec,3.5
LASST500000000000003,2021,M01,2021 Jan,3.2
LASST500000000000003,2021,M02,2021 Feb,3.0
LASST500000000000003,2021,M03,2021 Mar,2.9
LASST500000000000003,2021,M04,2021 Apr,2.9
LASST500000000000003,2021,M05,2021 May,3.0
LASST500000000000003,2021,M06,2021 Jun,3.1
LASST500000000000003,2021,M07,2021 Jul,3.0
LASST500000000000003,2021,M08,2021 Aug,3.0
LASST500000000000003,2021,M09,2021 Sep,2.8
LASST500000000000003,2021,M10,2021 Oct,2.8
LASST510000000000003,2017,M01,2017 Jan,4.0
LASST510000000000003,2017,M02,2017 Feb,3.9
LASST510000000000003,2017,M03,2017 Mar,3.9
LASST510000000000003,2017,M04,2017 Apr,3.8
LASST510000000000003,2017,M05,2017 May,3.8
LASST510000000000003,2017,M06,2017 Jun,3.7
LASST510000000000003,2017,M07,2017 Jul,3.6
LASST510000000000003,2017,M08,2017 Aug,3.6
LASST510000000000003,2017,M09,2017 Sep,3.5
LASST510000000000003,2017,M10,2017 Oct,3.5
LASST510000000000003,2017,M11,2017 Nov,3.4
LASST510000000000003,2017,M12,2017 Dec,3.3
LASST510000000000003,2018,M01,2018 Jan,3.2
LASST510000000000003,2018,M02,2018 Feb,3.1
LASST510000000000003,2018,M03,2018 Mar,3.1
LASST510000000000003,2018,M04,2018 Apr,3.0
LASST510000000000003,2018,M05,2018 May,3.0
LASST510000000000003,2018,M06,2018 Jun,2.9
LASST510000000000003,2018,M07,2018 Jul,2.9
LASST510000000000003,2018,M08,2018 Aug,2.8
LASST510000000000003,2018,M09,2018 Sep,2.8
LASST510000000000003,2018,M10,2018 Oct,2.8
LASST510000000000003,2018,M11,2018 Nov,2.9
LASST510000000000003,2018,M12,2018 Dec,2.9
LASST510000000000003,2019,M01,2019 Jan,2.9
LASST510000000000003,2019,M02,2019 Feb,2.9
LASST510000000000003,2019,M03,2019 Mar,2.8
LASST510000000000003,2019,M04,2019 Apr,2.8
LASST510000000000003,2019,M05,2019 May,2.7
LASST510000000000003,2019,M06,2019 Jun,2.6
LASST510000000000003,2019,M07,2019 Jul,2.6
LASST510000000000003,2019,M08,2019 Aug,2.6
LASST510000000000003,2019,M09,2019 Sep,2.6
LASST510000000000003,2019,M10,2019 Oct,2.5
LASST510000000000003,2019,M11,2019 Nov,2.5
LASST510000000000003,2019,M12,2019 Dec,2.5
LASST510000000000003,2020,M01,2020 Jan,2.5
LASST510000000000003,2020,M02,2020 Feb,2.5
LASST510000000000003,2020,M03,2020 Mar,2.6
LASST510000000000003,2020,M04,2020 Apr,11.3
LASST510000000000003,2020,M05,2020 May,8.5
LASST510000000000003,2020,M06,2020 Jun,8.8
LASST510000000000003,2020,M07,2020 Jul,7.9
LASST510000000000003,2020,M08,2020 Aug,7.0
LASST510000000000003,2020,M09,2020 Sep,6.6
LASST510000000000003,2020,M10,2020 Oct,6.1
LASST510000000000003,2020,M11,2020 Nov,5.8
LASST510000000000003,2020,M12,2020 Dec,5.6
LASST510000000000003,2021,M01,2021 Jan,5.3
LASST510000000000003,2021,M02,2021 Feb,5.2
LASST510000000000003,2021,M03,2021 Mar,5.1
LASST510000000000003,2021,M04,2021 Apr,4.7
LASST510000000000003,2021,M05,2021 May,4.5
LASST510000000000003,2021,M06,2021 Jun,4.3
LASST510000000000003,2021,M07,2021 Jul,4.2
LASST510000000000003,2021,M08,2021 Aug,4.0
LASST510000000000003,2021,M09,2021 Sep,3.8
LASST510000000000003,2021,M10,2021 Oct,3.6
LASST530000000000003,2017,M01,2017 Jan,4.8
LASST530000000000003,2017,M02,2017 Feb,4.7
LASST530000000000003,2017,M03,2017 Mar,4.6
LASST530000000000003,2017,M04,2017 Apr,4.5
LASST530000000000003,2017,M05,2017 May,4.5
LASST530000000000003,2017,M06,2017 Jun,4.6
LASST530000000000003,2017,M07,2017 Jul,4.6
LASST530000000000003,2017,M08,2017 Aug,4.6
LASST530000000000003,2017,M09,2017 Sep,4.7
LASST530000000000003,2017,M10,2017 Oct,4.7
LASST530000000000003,2017,M11,2017 Nov,4.6
LASST530000000000003,2017,M12,2017 Dec,4.6
LASST530000000000003,2018,M01,2018 Jan,4.5
LASST530000000000003,2018,M02,2018 Feb,4.4
LASST530000000000003,2018,M03,2018 Mar,4.4
LASST530000000000003,2018,M04,2018 Apr,4.3
LASST530000000000003,2018,M05,2018 May,4.3
LASST530000000000003,2018,M06,2018 Jun,4.3
LASST530000000000003,2018,M07,2018 Jul,4.3
LASST530000000000003,2018,M08,2018 Aug,4.3
LASST530000000000003,2018,M09,2018 Sep,4.4
LASST530000000000003,2018,M10,2018 Oct,4.4
LASST530000000000003,2018,M11,2018 Nov,4.5
LASST530000000000003,2018,M12,2018 Dec,4.5
LASST530000000000003,2019,M01,2019 Jan,4.5
LASST530000000000003,2019,M02,2019 Feb,4.5
LASST530000000000003,2019,M03,2019 Mar,4.4
LASST530000000000003,2019,M04,2019 Apr,4.3
LASST530000000000003,2019,M05,2019 May,4.2
LASST530000000000003,2019,M06,2019 Jun,4.1
LASST530000000000003,2019,M07,2019 Jul,4.1
LASST530000000000003,2019,M08,2019 Aug,4.1
LASST530000000000003,2019,M09,2019 Sep,4.0
LASST530000000000003,2019,M10,2019 Oct,3.9
LASST530000000000003,2019,M11,2019 Nov,3.9
LASST530000000000003,2019,M12,2019 Dec,3.9
LASST530000000000003,2020,M01,2020 Jan,4.0
LASST530000000000003,2020,M02,2020 Feb,4.1
LASST530000000000003,2020,M03,2020 Mar,5.3
LASST530000000000003,2020,M04,2020 Apr,16.3
LASST530000000000003,2020,M05,2020 May,12.5
LASST530000000000003,2020,M06,2020 Jun,10.8
LASST530000000000003,2020,M07,2020 Jul,10.8
LASST530000000000003,2020,M08,2020 Aug,9.1
LASST530000000000003,2020,M09,2020 Sep,8.0
LASST530000000000003,2020,M10,2020 Oct,7.0
LASST530000000000003,2020,M11,2020 Nov,6.7
LASST530000000000003,2020,M12,2020 Dec,6.3
LASST530000000000003,2021,M01,2021 Jan,6.0
LASST530000000000003,2021,M02,2021 Feb,5.6
LASST530000000000003,2021,M03,2021 Mar,5.5
LASST530000000000003,2021,M04,2021 Apr,5.4
LASST530000000000003,2021,M05,2021 May,5.2
LASST530000000000003,2021,M06,2021 Jun,5.2
LASST530000000000003,2021,M07,2021 Jul,5.1
LASST530000000000003,2021,M08,2021 Aug,5.1
LASST530000000000003,2021,M09,2021 Sep,5.1
LASST530000000000003,2021,M10,2021 Oct,5.0
LASST540000000000003,2017,M01,2017 Jan,5.4
LASST540000000000003,2017,M02,2017 Feb,5.3
LASST540000000000003,2017,M03,2017 Mar,5.1
LASST540000000000003,2017,M04,2017 Apr,5.1
LASST540000000000003,2017,M05,2017 May,5.0
LASST540000000000003,2017,M06,2017 Jun,5.1
LASST540000000000003,2017,M07,2017 Jul,5.1
LASST540000000000003,2017,M08,2017 Aug,5.2
LASST540000000000003,2017,M09,2017 Sep,5.3
LASST540000000000003,2017,M10,2017 Oct,5.3
LASST540000000000003,2017,M11,2017 Nov,5.4
LASST540000000000003,2017,M12,2017 Dec,5.4
LASST540000000000003,2018,M01,2018 Jan,5.4
LASST540000000000003,2018,M02,2018 Feb,5.4
LASST540000000000003,2018,M03,2018 Mar,5.4
LASST540000000000003,2018,M04,2018 Apr,5.4
LASST540000000000003,2018,M05,2018 May,5.3
LASST540000000000003,2018,M06,2018 Jun,5.2
LASST540000000000003,2018,M07,2018 Jul,5.1
LASST540000000000003,2018,M08,2018 Aug,5.0
LASST540000000000003,2018,M09,2018 Sep,5.0
LASST540000000000003,2018,M10,2018 Oct,5.0
LASST540000000000003,2018,M11,2018 Nov,5.1
LASST540000000000003,2018,M12,2018 Dec,5.1
LASST540000000000003,2019,M01,2019 Jan,5.0
LASST540000000000003,2019,M02,2019 Feb,5.0
LASST540000000000003,2019,M03,2019 Mar,4.9
LASST540000000000003,2019,M04,2019 Apr,4.8
LASST540000000000003,2019,M05,2019 May,4.8
LASST540000000000003,2019,M06,2019 Jun,4.8
LASST540000000000003,2019,M07,2019 Jul,4.9
LASST540000000000003,2019,M08,2019 Aug,4.9
LASST540000000000003,2019,M09,2019 Sep,5.0
LASST540000000000003,2019,M10,2019 Oct,4.9
LASST540000000000003,2019,M11,2019 Nov,4.9
LASST540000000000003,2019,M12,2019 Dec,4.9
LASST540000000000003,2020,M01,2020 Jan,5.0
LASST540000000000003,2020,M02,2020 Feb,5.1
LASST540000000000003,2020,M03,2020 Mar,5.3
LASST540000000000003,2020,M04,2020 Apr,15.6
LASST540000000000003,2020,M05,2020 May,11.9
LASST540000000000003,2020,M06,2020 Jun,10.5
LASST540000000000003,2020,M07,2020 Jul,9.4
LASST540000000000003,2020,M08,2020 Aug,8.5
LASST540000000000003,2020,M09,2020 Sep,7.9
LASST540000000000003,2020,M10,2020 Oct,7.4
LASST540000000000003,2020,M11,2020 Nov,7.0
LASST540000000000003,2020,M12,2020 Dec,6.7
LASST540000000000003,2021,M01,2021 Jan,6.5
LASST540000000000003,2021,M02,2021 Feb,6.2
LASST540000000000003,2021,M03,2021 Mar,5.9
LASST540000000000003,2021,M04,2021 Apr,5.8
LASST540000000000003,2021,M05,2021 May,5.5
LASST540000000000003,2021,M06,2021 Jun,5.3
LASST540000000000003,2021,M07,2021 Jul,5.0
LASST540000000000003,2021,M08,2021 Aug,4.8
LASST540000000000003,2021,M09,2021 Sep,4.6
LASST540000000000003,2021,M10,2021 Oct,4.3
LASST550000000000003,2017,M01,2017 Jan,3.5
LASST550000000000003,2017,M02,2017 Feb,3.4
LASST550000000000003,2017,M03,2017 Mar,3.3
LASST550000000000003,2017,M04,2017 Apr,3.3
LASST550000000000003,2017,M05,2017 May,3.3
LASST550000000000003,2017,M06,2017 Jun,3.3
LASST550000000000003,2017,M07,2017 Jul,3.3
LASST550000000000003,2017,M08,2017 Aug,3.3
LASST550000000000003,2017,M09,2017 Sep,3.2
LASST550000000000003,2017,M10,2017 Oct,3.2
LASST550000000000003,2017,M11,2017 Nov,3.1
LASST550000000000003,2017,M12,2017 Dec,3.0
LASST550000000000003,2018,M01,2018 Jan,3.0
LASST550000000000003,2018,M02,2018 Feb,3.0
LASST550000000000003,2018,M03,2018 Mar,3.0
LASST550000000000003,2018,M04,2018 Apr,3.0
LASST550000000000003,2018,M05,2018 May,3.0
LASST550000000000003,2018,M06,2018 Jun,3.0
LASST550000000000003,2018,M07,2018 Jul,3.0
LASST550000000000003,2018,M08,2018 Aug,3.0
LASST550000000000003,2018,M09,2018 Sep,3.0
LASST550000000000003,2018,M10,2018 Oct,3.0
LASST550000000000003,2018,M11,2018 Nov,3.0
LASST550000000000003,2018,M12,2018 Dec,3.1
LASST550000000000003,2019,M01,2019 Jan,3.1
LASST550000000000003,2019,M02,2019 Feb,3.1
LASST550000000000003,2019,M03,2019 Mar,3.2
LASST550000000000003,2019,M04,2019 Apr,3.2
LASST550000000000003,2019,M05,2019 May,3.3
LASST550000000000003,2019,M06,2019 Jun,3.3
LASST550000000000003,2019,M07,2019 Jul,3.4
LASST550000000000003,2019,M08,2019 Aug,3.4
LASST550000000000003,2019,M09,2019 Sep,3.4
LASST550000000000003,2019,M10,2019 Oct,3.3
LASST550000000000003,2019,M11,2019 Nov,3.3
LASST550000000000003,2019,M12,2019 Dec,3.3
LASST550000000000003,2020,M01,2020 Jan,3.3
LASST550000000000003,2020,M02,2020 Feb,3.3
LASST550000000000003,2020,M03,2020 Mar,3.2
LASST550000000000003,2020,M04,2020 Apr,14.8
LASST550000000000003,2020,M05,2020 May,10.4
LASST550000000000003,2020,M06,2020 Jun,8.6
LASST550000000000003,2020,M07,2020 Jul,7.2
